user_id,age,income,city,occupation,education,employment_length,existing_loans,credit_history_length,upi_transaction_count,avg_upi_amount,monthly_upi_spend,transaction_volatility,income_ratio,merchant_diversity,monthly_ecom_spend,avg_cart_value,num_orders,return_rate,category_diversity,payment_preference,num_stocks,total_investment,portfolio_risk,avg_holding_period,profit_loss_ratio,sip_active,late_payment_count,credit_utilization,savings_balance,monthly_savings_rate,num_bank_accounts,insurance_policies,debt_to_income_ratio,income_to_spend_ratio,savings_stability_index,investment_maturity_score,financial_health_score,default_flag
15,21,62690,Bangalore,Business,Undergraduate,5,1,55,32,386,10316,0.36405389177535824,0.2722626023093695,6,4209,1577,2,0.06627544235917933,4,Credit Card,4,100036,0.3681437834065252,78,0.38954807710582506,0,2,0.2896109320940768,5000,0.4575344036170846,1,0,0.25229167739114433,4.315709761806416,0.7331088647080279,0.007505049652650557,0.5266488836483181,0
16,28,44043,Delhi,Salaried,Graduate,7,1,70,23,757,13617,0.5004735853326552,0.4639054071779213,6,1260,2780,1,0.06550158879280994,8,UPI,8,138229,0.0946000903301135,54,-0.11240246590405975,0,0,0.3025773094113117,39305,0.2710058424227958,1,2,0.31517473013892217,2.9602769189407176,0.6664562507298654,0.009511465045141616,0.4609133798985813,0
17,22,16935,Chennai,Self-employed,Graduate,6,0,29,43,498,21906,0.12344168099767427,0.4543013991710283,2,2026,500,3,0.21329998134884826,3,UPI,5,35280,0.805603182931057,68,0.2848560526171988,1,5,0.531407594762263,77789,0.4241742231681431,2,2,0.0,0.7076003844064681,0.8901218611650124,0.002326642607862656,0.4682953170433366,1
18,38,203884,Ahmedabad,Professional,Undergraduate,5,1,37,14,179,2473,0.24504985700360654,0.5853512932591798,5,9989,1687,4,0.030522664966130264,2,Debit Card,10,598422,0.3909498966476716,22,0.24729438392342595,0,1,0.32596130154842357,117934,0.7151806252339042,1,0,0.3542038398891787,10.0,0.8031806874036718,0.004578801374154935,0.5822611733915574,0
19,24,65722,Kolkata,Salaried,Post-Graduate,4,2,61,18,201,2858,0.3077444725605231,0.12916003850514512,4,10564,1052,8,0.0357601132928311,4,EMI,4,270292,0.16907830743877336,109,0.14401422741274905,0,0,0.34576530376520603,8705,0.2782623215016411,2,1,0.7824127942250567,4.8962229009908365,0.7646753788544264,0.011354947940711875,0.40377881548656724,0
20,21,76030,Mumbai,Freelancer,Graduate,13,0,84,43,481,21060,0.31897564193153627,0.49774014277152506,6,8646,613,16,0.06612871184512363,4,UPI,7,41765,0.6072310390455403,66,-0.03907567210808932,0,1,0.4198176396119797,6297,0.3677162399081168,4,4,0.0,2.5593294509711515,0.7581641147940976,0.004777222395006831,0.4853250245678425,1
21,52,57829,Kolkata,Business,Graduate,3,0,117,46,568,26856,0.0480807599233274,0.39485956055775034,2,9919,2721,3,0.20629100676497333,3,UPI,6,53655,0.219861231733651,62,0.07632709324744696,0,2,0.6073234995028705,5000,0.3797684261286626,3,1,0.0,1.572465738525125,0.9541249474641201,0.008557880309954188,0.4334450540497285,0
22,32,38519,Bangalore,Business,Post-Graduate,5,2,96,62,383,29039,0.19773252350919598,0.05326848629944386,2,8774,1312,6,0.11373764982433729,4,UPI,6,184889,0.29321351382472566,88,0.5794443972130383,0,0,0.34994721014370184,19813,0.5967487553556177,3,1,0.6750677747462117,1.0186438885069022,0.8349109507940335,0.016148553878491668,0.509763396864652,1
23,35,53553,Chennai,Salaried,Undergraduate,4,1,87,29,595,19938,0.047074060488766264,0.4613338482453249,4,9647,1275,6,0.143601701350046,4,UPI,8,78925,0.5095876124297708,65,0.06791965974794514,0,1,0.49656370376461706,44608,0.2719304417973689,2,1,0.29798978598136094,1.810079091462178,0.955042281854645,0.007461231113328544,0.40430328903435514,1
24,21,22933,Hyderabad,Salaried,Doctorate,2,2,67,39,445,14414,0.0797299534108893,0.3080987102212408,6,6925,500,13,0.1022358358154418,1,Credit Card,5,60783,0.3878077411929863,120,0.15021350259413038,0,2,0.5644855854156503,233474,0.5038491066550903,2,1,0.5994872817212313,1.0746485473289598,0.9261575052548827,0.01157509811939881,0.4241753478235886,1
25,28,234744,Chennai,Freelancer,Undergraduate,16,0,36,34,454,18380,0.15612426143480337,0.1910611975451338,10,8298,2953,3,0.1341506085404924,3,Credit Card,7,961553,0.3648910590303252,275,0.2504818470778817,0,3,0.20822376762651112,5000,0.7204907859206958,4,2,0.0,8.798830540874846,0.8649589264383692,0.04188547912544974,0.6620572013133454,1
26,36,28546,Hyderabad,Salaried,Undergraduate,7,3,78,26,726,24187,0.2602170478656958,0.5045261521255334,2,21442,720,26,0.01847168345813731,5,Credit Card,4,17259,0.660827643055967,62,0.3409788630221023,0,0,0.5053133588470557,13342,0.3125572623621297,2,1,0.9067517541333043,0.625597194827964,0.7935141027441269,0.0030903039581552695,0.35211605643282284,0
27,21,32235,Hyderabad,Salaried,Post-Graduate,3,1,49,26,1549,45508,0.36367319107924595,0.25629265779844596,4,3969,1340,3,0.034420437490607844,3,Credit Card,5,78650,0.4189162783343127,152,0.31004033623166183,0,2,0.412189721529415,9115,0.5489284031797956,1,2,0.1602433660151736,0.6515016775132382,0.7333135288877934,0.015850541554064203,0.5281673762044097,0
28,39,45974,Kolkata,Self-employed,Undergraduate,3,2,31,54,497,31459,0.20155050218818102,0.37030629787973557,9,38289,1985,16,0.12905116958585428,7,Credit Card,9,51105,0.7733446950852256,26,0.3059162531799453,0,0,0.3529038886167922,30646,0.38593467045464414,2,1,0.952152017407203,0.659134897991369,0.8322579851440859,0.0018975979751915748,0.4150735524056735,0
29,27,129682,Mumbai,Salaried,Graduate,7,0,55,27,3491,81047,0.047340726973932476,0.7517217582069097,7,3550,1363,2,0.03237379835693605,8,COD,5,497085,0.584143902019093,86,-0.023339765222207043,1,1,0.11457398242310061,8989,0.39102726146161737,2,1,0.0,1.5329204000094565,0.954799115746493,0.004784782168322139,0.5838929401452195,0
30,31,60397,Pune,Business,Undergraduate,9,0,97,36,446,20794,0.4189035454169702,0.523771843914974,4,3196,1828,2,0.1473036854387276,6,UPI,5,87707,0.505515812291797,73,0.3371526129968957,1,1,0.07293541174304344,64709,0.2546719745239955,1,3,0.0,2.5174857238130968,0.7047695406992108,0.0066120082367967115,0.5558433704816449,0
31,27,28518,Ahmedabad,Self-employed,Graduate,2,2,29,22,441,7818,0.27123843521320995,0.391757792006415,2,6486,2044,3,0.05309208897725232,6,COD,6,59121,0.46737386380182266,74,0.46612481809608414,0,1,0.5779166950448736,23675,0.39424824970133476,4,1,0.7044759161161707,1.9935686822789234,0.7866344914534319,0.009499123295582662,0.3763516994444378,0
32,57,127083,Mumbai,Freelancer,Undergraduate,4,0,162,23,1583,41889,0.34057538109502594,0.3637339027119358,5,3396,4476,1,0.2437079109050647,4,COD,3,431990,0.23942941414196325,95,-0.23543717093691469,0,0,0.41666162755212754,177599,0.15116944818472727,1,3,0.0,2.806231506425827,0.7459483547901403,0.004540510675763007,0.4212604483249325,0
33,34,92836,Bangalore,Business,Graduate,5,0,48,12,359,4037,0.21012740246768527,0.5407417206866882,1,1000,505,1,0.20162194567274272,6,UPI,8,205809,0.3490357521435646,65,0.008088092296063096,0,1,0.4614356002390283,210885,0.34183062442607975,1,1,0.0,10.0,0.8263592725532909,0.009349020260897494,0.46598831130829493,1
34,22,82707,Delhi,Salaried,Post-Graduate,5,1,33,16,113,1652,0.44149535308209736,0.3594522632536981,2,2190,1101,1,0.11938613102780574,3,Credit Card,6,117786,0.5080383785033391,226,-0.21715950916756316,0,5,0.5867841659637314,500000,0.1974853350176876,2,2,0.48758869070275823,10.0,0.6937240538874266,0.01430774956552699,0.33731303155901643,1
35,44,91990,Hyderabad,Salaried,Post-Graduate,6,1,44,36,187,5864,0.09115548463398823,0.7204848903100453,4,2878,2755,1,0.17987101582448572,4,Credit Card,5,400275,0.4135683576009209,84,0.09721958365995127,1,1,0.6314465946570227,11100,0.23681728622076806,1,0,0.35226758766066846,10.0,0.916459674246549,0.007404016401578584,0.3478652519833725,0
36,21,251857,Hyderabad,Business,Doctorate,4,2,121,23,760,16861,0.43065394161347587,0.5048234773986072,4,3427,1070,2,0.06081317869301649,8,COD,5,834898,0.7599574565859694,163,-0.6,0,4,0.7823405359551572,28891,0.6535189416074252,2,2,0.5153135980662298,10.0,0.6989810539872493,0.0021439416206294245,0.4102509502131833,0
37,37,222138,Mumbai,Salaried,Undergraduate,5,2,41,21,567,13985,0.3797291393697706,0.566691189225101,4,1000,500,1,0.17913103710398967,5,Debit Card,8,870146,0.6275800467978483,102,0.12200727637764028,0,2,0.36434671214725434,11390,0.21515470342483806,1,3,0.6167514649658572,10.0,0.7247799379353382,0.009341699842372717,0.3954355908551639,1
38,21,39654,Pune,Professional,Graduate,5,1,32,44,210,11684,0.14659303490520464,0.366647920218969,3,2566,2603,1,0.18247997948136663,6,COD,11,189722,0.4519596805041826,167,-0.2871679263425951,0,1,0.22549229829344553,17557,0.31818281895030254,1,1,0.2118956390536879,2.7825415760297525,0.8721490272114514,0.01966147226994266,0.5105498867456768,1
39,21,158630,Delhi,Business,Post-Graduate,2,1,79,36,102,3487,0.17709055294637113,0.3733447521389523,6,2796,1200,2,0.021175663829846755,1,UPI,6,455582,0.2103115561533133,103,0.27404814098103586,1,1,0.13902015164709472,28643,0.39827212246705956,3,3,0.13590537390911406,10.0,0.8495523114147027,0.017034807561405872,0.5675920153673591,0
40,37,75350,Hyderabad,Salaried,Graduate,13,4,83,29,309,9776,0.5533627210246511,0.26722483561354987,6,2540,597,3,0.23523330691368446,3,Credit Card,8,294670,0.46824577889652236,99,-0.08533175134139545,1,0,0.5539647476902407,14448,0.39558483939152933,3,4,1.3824083221012176,6.117561094422343,0.64376464457726,0.010553751564103075,0.31635594561308544,0
41,43,80777,Bangalore,Freelancer,Graduate,8,1,19,14,933,15320,0.28021260382277885,0.30186251321807184,2,3525,1264,2,0.0918848264935027,2,Debit Card,4,302570,0.4820528388624207,38,0.06876917968378565,0,2,0.3785332767349321,64852,0.6113532612040964,1,1,0.4658198191385853,4.286161519685875,0.7811202584742175,0.002305260994639467,0.5237250656258187,0
42,37,21690,Delhi,Salaried,Graduate,9,2,93,32,372,9045,0.43541967914769014,0.316665537119383,4,10384,1514,6,0.13858013265718433,4,Credit Card,5,57603,0.6124400999551654,214,-0.0791211868812387,0,2,0.37918130651590365,17241,0.3768431573013713,3,0,0.4080365667586981,1.1163149768399383,0.6966603666697467,0.010462421912857893,0.46058738294234214,1
43,33,54055,Mumbai,Salaried,Graduate,6,1,57,29,314,11622,0.28826163715397946,0.46757144279800367,3,11151,674,18,0.17626922238108872,2,UPI,6,218050,0.4199636615616028,155,0.1726744651719633,0,5,0.39889370103392646,17358,0.6398850966505384,1,4,0.49407710578106634,2.373540001756389,0.7762398344867232,0.01733096539045076,0.5263559011849671,1
44,31,36765,Mumbai,Business,Post-Graduate,17,3,50,34,186,5229,0.5940250195417246,0.3352894033828032,6,6175,1023,7,0.16442004240677277,2,Debit Card,6,171673,0.5884246740003143,29,0.11574952130596258,1,1,0.5848537567860269,59864,0.4515177010095985,1,1,1.1125606088077034,3.2235861464270057,0.6273427253277968,0.0021891343916711262,0.3491809492646354,1
45,21,98403,Kolkata,Freelancer,Undergraduate,0,0,41,33,321,13231,0.6605478814817279,0.35014250419787335,1,12627,1623,9,0.08871576574400265,3,Credit Card,8,224469,0.18785471085678157,81,0.5736406284125126,1,0,0.8358984623523005,8353,0.5349606457831073,1,2,0.0,3.805367570285007,0.6022108794042647,0.02268931740859995,0.41425651851096207,1
46,26,113851,Chennai,Self-employed,Undergraduate,5,1,39,41,585,30987,0.5989586574499941,0.34408812259244514,10,5161,623,9,0.2650070360609286,3,Credit Card,8,116086,0.6907588688706982,132,0.193688266774102,1,1,0.5376014277395522,80627,0.2540716931970961,2,2,0.24222356455338437,3.149492378765664,0.6254070393507182,0.010679704394072523,0.39285466406073927,0
47,29,17245,Mumbai,Salaried,Graduate,3,1,61,15,352,4014,0.4994929472101274,0.3475808686957101,4,13562,1725,9,0.06758601836680186,8,Debit Card,6,37247,0.5539879760899029,127,-0.0625163392791448,0,1,0.40187313661726926,32375,0.7136208406078705,1,3,0.4074262958883511,0.9811116800364112,0.6668920996664534,0.008729158534092483,0.5545275133151638,1
48,47,59087,Mumbai,Salaried,Graduate,5,2,36,28,358,12386,0.20446978086150908,0.25403637492316083,9,6978,3044,2,0.054967243796549325,7,UPI,8,154114,0.18465124388728485,279,0.2256658166197618,1,0,0.43763387815064037,19108,0.26996697066593023,1,1,0.20061071845185108,3.0512264394526207,0.8302408378271973,0.06111063728623181,0.44186098336664825,0
49,39,117373,Mumbai,Salaried,Graduate,11,1,92,25,884,23968,0.1730025760229717,0.21096205477766933,7,2689,500,5,0.07365180778475415,4,EMI,8,539615,0.6010798395937856,183,-0.008684856005052116,0,0,0.3481329489468945,5000,0.29100804792568574,2,6,0.4417231242304098,4.402918448495761,0.8525130468088729,0.015861561449812617,0.4418625295605589,1
50,21,53529,Hyderabad,Salaried,Graduate,7,2,183,24,233,6658,0.09866445968779505,0.5321005162346751,2,2780,1233,2,0.07972210149171335,8,Debit Card,5,128153,0.2082168029741133,113,0.39062550301130133,0,1,0.7709515828264705,32702,0.3049588395867407,1,2,0.2226454811001692,5.671045661616697,0.9101960031401832,0.017044020746619492,0.341346433067388,0
51,38,92729,Hyderabad,Salaried,Graduate,5,0,52,57,560,24433,0.09051109207710965,0.5661545853854174,5,8135,1462,5,0.03789429046194206,1,Credit Card,6,92776,0.5555256397218524,276,-0.12541223989490763,1,1,0.7367916388331911,112994,0.19284026944927934,1,3,0.0,2.8471552703491048,0.9170012182959899,0.017636710111171607,0.3403419312070608,0
52,30,73917,Mumbai,Self-employed,Graduate,12,1,126,19,361,8234,0.07482245451435852,0.17873718981031483,4,9748,1201,8,0.025548114794464977,2,Credit Card,6,343980,0.5090945007891702,123,0.1927905032068196,0,2,0.6570462573943034,11312,0.4132311064891283,2,2,0.4192944682836065,4.110382027470389,0.9303862194168935,0.01183928750859842,0.3872938654018065,0
53,26,73496,Chennai,Freelancer,Post-Graduate,8,3,62,33,1271,45114,0.20283138111158516,0.385901023515243,4,1985,1787,1,0.24327213506355386,5,UPI,8,111864,0.651820793412607,64,0.05285283033727478,0,1,0.24129462992355236,28817,0.7145589694655458,1,3,0.7028933372595505,1.5604246284501062,0.8313717248346643,0.005142183811438443,0.5727184048989307,0
54,42,50879,Mumbai,Salaried,Post-Graduate,7,1,53,17,739,12643,0.3068245120422409,0.504967908306387,4,30996,1337,27,0.1567419939089226,8,UPI,4,42613,0.04582292606592653,205,0.03977171127717369,0,2,0.5058195457576874,9608,0.3652604295611076,3,2,0.16917162037058245,1.1658799266727773,0.7652136846111414,0.022288865474006023,0.44537287619876903,0
55,47,28855,Pune,Salaried,Post-Graduate,7,0,69,12,1028,12780,0.17917225410752832,0.42652206592370867,4,11101,1965,5,0.27884615871752877,7,Debit Card,6,85996,0.39778271299366647,124,0.3674403944293406,0,0,0.0730900402539069,11492,0.2528964143390946,3,1,0.0,1.208232141361695,0.8480525186346611,0.016785786462745873,0.5572990695181055,0
56,46,30548,Pune,Business,Graduate,8,1,61,29,620,20617,0.15821839074329197,0.6434244680109015,2,3398,1807,2,0.1696024205203608,3,COD,6,73033,0.3255070122189593,194,0.17707577244175596,0,2,0.2751259461881433,59544,0.6048371884470747,2,1,0.38575172777102995,1.2719853431045969,0.8633950280812287,0.02531873339049695,0.5654019465786758,1
57,24,91638,Kolkata,Business,Post-Graduate,3,4,71,38,286,9548,0.07316485673211776,0.6371961647579036,5,1958,596,3,0.05235069376444305,4,Debit Card,6,74002,0.6805276867829874,67,0.20607683223652856,0,0,0.739297376520408,28602,0.4609068460772866,2,0,1.6310167215264815,7.963674285217693,0.9318232829996771,0.004243667904543681,0.2542299022953242,0
58,31,60577,Ahmedabad,Freelancer,Undergraduate,3,0,71,6,1087,8257,0.09007653854355514,0.31529756123893254,2,1250,500,2,0.1607940652119221,5,UPI,6,302513,0.5896021736558724,353,0.10694273448961229,1,0,0.359081127872695,18712,0.5385121239357068,1,2,0.0,6.371161127471603,0.9173667762229744,0.026361085959296298,0.5591015160107627,0
59,38,55099,Hyderabad,Salaried,Graduate,2,0,43,25,518,11455,0.6779561515199417,0.7173094703765414,4,17145,522,26,0.3325316182847794,4,Debit Card,8,245484,0.2604518763756439,53,-0.07591564027936451,1,2,0.38056916695593795,104698,0.27373061578135566,3,1,0.0,1.9264711024090067,0.5959631299627054,0.007938730362302807,0.46953618072008585,0
60,46,46428,Hyderabad,Salaried,Graduate,3,1,59,33,472,19100,0.17847029775035864,0.24559464531759026,4,10203,2968,3,0.12435380713278128,5,UPI,6,34549,0.3947916001419938,56,0.3252850096773689,1,0,0.6997877300274815,67480,0.4021814817464451,2,2,0.31732506590430865,1.5843570843570844,0.8485576614946939,0.007383472228521862,0.3804623133709626,0
61,29,49855,Chennai,Self-employed,Graduate,12,1,71,31,231,5064,0.11107575798627659,0.3838529478970109,3,5081,737,7,0.02170848937361791,4,EMI,5,81460,0.29592587229571116,142,0.19859471600784334,0,1,0.5808042189918524,5000,0.4439111807245653,3,0,0.1021961241086009,4.913759116893357,0.9000286369422807,0.016415579881982913,0.4519955920853504,0
62,32,112212,Delhi,Self-employed,Graduate,4,1,78,33,677,27923,0.2000496406462683,0.3801777358673044,10,6754,1192,5,0.053960969597782814,4,Credit Card,9,344512,0.5864506184708292,70,0.41510985245032406,1,2,0.5409453718172403,29264,0.40602041130329936,3,2,0.22587977862443123,3.2358267489474595,0.8332988620882926,0.010101019635460288,0.43895473791046663,0
63,21,48964,Delhi,Salaried,Post-Graduate,12,3,32,43,299,15569,0.10832358619926084,0.5500426532363327,3,1000,1949,1,0.08582029848199337,5,Debit Card,5,168320,0.14512755767673075,75,-0.027210186325006186,1,3,0.19983722440283525,62825,0.2663493537731722,1,1,1.4035757760053011,2.9549788774894385,0.9022635739705481,0.00854395072483089,0.3813048513555371,0
64,21,26778,Delhi,Self-employed,Graduate,3,0,46,9,278,1937,0.2607472675651697,0.24043206878329867,7,1000,1038,1,0.06664021081496653,4,COD,5,24652,0.21980242471238598,123,0.4147252114380173,1,3,0.6469745111876865,47398,0.17711835168064974,1,3,0.0,9.1143635125936,0.7931803825609391,0.01859768727376033,0.3627626896026411,0
65,44,93544,Kolkata,Salaried,Post-Graduate,9,2,44,16,497,9082,0.2389616704899906,0.30946983950653456,1,7558,1770,4,0.12550078980074447,4,Credit Card,10,279838,0.28776342115672293,15,0.3838021663743243,0,3,0.2232567742476968,14889,0.33619640643220394,1,1,0.36913191868160755,5.621296797067484,0.8071274711868327,0.004050388441538482,0.49777877547549915,0
66,51,52948,Mumbai,Salaried,Graduate,11,1,25,29,261,6997,0.37950440756324394,0.20757320337283927,4,6207,1634,4,0.27555159243459987,3,Debit Card,6,260832,0.31573009266614427,152,0.36644729431653233,0,3,0.5811620917421958,5000,0.27961464417060716,1,0,0.3027712444146985,4.009693297993184,0.7248980101240848,0.02336266061025253,0.38393117340910404,1
67,34,61012,Delhi,Self-employed,Post-Graduate,5,3,60,24,237,5618,0.13988157365926956,0.5655365173654836,7,5574,753,7,0.016430771373399433,2,UPI,4,126943,0.36823691301406586,39,-0.031153950831069144,0,6,0.7608734307078993,25171,0.38745559009987024,2,0,0.3241673779845845,5.450906816760475,0.8772841171471708,0.0026160181548105753,0.3560811136500949,1
68,47,157085,Bangalore,Salaried,Graduate,4,4,63,30,209,4647,0.33211292300651885,0.3174512001892421,7,19507,546,40,0.14003318381286495,3,UPI,7,262564,0.12797223017013495,130,0.05229843084543946,0,0,0.17835532299363357,14937,0.37854314181031995,2,4,1.0685245959073075,6.503208445456427,0.7506871097256869,0.022877984739712597,0.45777948300221766,0
69,39,59140,Delhi,Self-employed,Post-Graduate,3,1,105,15,828,10278,0.1676979429722132,0.13755284775142987,7,9359,1873,5,0.11523702208108784,2,Debit Card,4,211091,0.2586190492167064,151,0.1622109579469237,1,1,0.2524999531952007,5000,0.49616542973200367,3,1,0.41129641227659797,3.0115083002342398,0.8563858539089644,0.014258389130633575,0.5348216795595079,1
70,27,71218,Chennai,Salaried,Graduate,9,1,37,32,1099,44740,0.6901112493922978,0.22987396345021455,6,3133,1453,2,0.04750508597983411,5,UPI,3,69388,0.4017754959419308,204,0.17112802226817714,1,2,0.7071088163495558,17045,0.3227857105124389,2,1,0.11666853974518299,1.4876133182938547,0.5916770273906901,0.011747004327387702,0.37538561513982416,0
71,39,29514,Ahmedabad,Salaried,Graduate,4,2,52,51,1538,74576,0.7316764126063288,0.388705590206136,1,3152,786,4,0.12686180522675,6,UPI,7,122164,0.1835912586346583,78,0.15495153110504414,1,1,0.4208891044934858,29609,0.23417155666878786,1,0,0.43546086871954026,0.3797038428385802,0.5774750944923422,0.014104938057882306,0.40325963639221307,0
72,53,52480,Hyderabad,Salaried,Undergraduate,4,1,90,57,776,31653,0.2940674264898625,0.45300901966059043,3,8321,2066,4,0.11592071345501959,1,Credit Card,7,68631,0.452673313370437,62,0.2645175205932003,0,2,0.3781279553227012,27564,0.44137957904195074,1,1,0.3440895801393694,1.3128205128205128,0.7727572609662884,0.008229403182832521,0.48621240973840446,0
73,34,86311,Kolkata,Salaried,Post-Graduate,6,0,71,59,100,5953,0.24345482761633527,0.382998893837991,6,8047,1001,9,0.1776367718325935,1,Credit Card,7,202891,0.3415839254391072,114,0.3152928865726658,1,2,0.30751993041385034,5669,0.2508417958307261,2,1,0.0,6.16463109777873,0.8042109594901564,0.018933588040040607,0.48678327723307085,0
74,53,23547,Chennai,Salaried,Graduate,7,4,121,21,504,13725,0.2126971035260979,0.3461243859519745,4,26325,1309,19,0.13472779485532851,4,UPI,7,24512,0.4409150684540206,114,0.2678164610394226,0,1,0.270287115270304,9985,0.21729076116246854,3,1,1.0502156825203501,0.5879253951212204,0.8246082200512813,0.015496877515282382,0.38217890101867086,0
75,21,67542,Bangalore,Self-employed,Post-Graduate,3,1,65,25,339,7624,0.06784795356879432,0.40610720131979416,6,2592,1320,1,0.1745764114523318,5,UPI,6,63647,0.48904900463875056,174,0.37250975013149906,0,1,0.5536049949041382,9336,0.3766304092330851,1,1,0.49807303926510527,6.610746794558089,0.9364629080928202,0.02005867870639749,0.4011120561134531,0
