user_id,age,income,city,occupation,existing_loans,default_flag,total_amount,avg_amount,transaction_count,transaction_volatility,income_ratio,monthly_spend,avg_cart_value,num_orders,return_rate,category_diversity,payment_preference,num_stocks,total_investment,portfolio_risk,avg_holding_period,profit_loss_ratio,income_to_spend_ratio,savings_stability_index,investment_maturity_score
25,29,86143,Delhi,Salaried,1,0,1208.4615384615386,287.75787545787546,3.8461538461538463,1.2228672382159593,0.4,1699,274,8,0.1671476439018362,3,COD,6,2316,0.2895163254786991,21,0.057219215725516547,29.618064004231684,0.44986942216242537,0.06694745107818088
26,36,45168,Chennai,Salaried,1,0,1864.5833333333333,393.9087301587301,4.5,1.0310751589931886,0.4074074074074074,1901,442,5,0.20655261941944036,4,UPI,4,3481,0.5048418682899731,49,0.42537824024398807,11.991769729418793,0.49235007162201894,0.14906368629701014
27,23,37012,Ahmedabad,Self-employed,1,1,2033.923076923077,622.3311355311355,4.461538461538462,1.1710813916175267,0.5,2090,607,4,0.02862105563916733,2,Credit Card,4,1239,0.5200922347269225,68,0.26564211198014864,8.972773385051468,0.4605999590162611,0.1783964608633942
28,38,38561,Hyderabad,Freelancer,1,0,1219.3333333333333,263.29910714285717,4.666666666666667,0.8127297505013927,0.44642857142857145,22344,939,5,0.2561991725829464,2,EMI,4,11177,0.24595256279779232,143,-0.5,1.636413789201194,0.551654210851565,0.2334547685534895
29,28,49353,Chennai,Freelancer,1,0,1338.2727272727273,301.9465367965368,4.0,1.4166611514204166,0.3409090909090909,10823,245,5,0.10263861459367056,2,COD,1,2975,0.13909725690856736,21,0.005362394390247063,4.057876443547483,0.41379404779699464,0.07743380960797537
30,32,21776,Delhi,Salaried,0,0,3970.5833333333335,691.6643849206349,4.916666666666667,1.5671593963286723,0.423728813559322,1366,287,6,0.007999662772954455,5,Debit Card,3,125095,0.5507950672224771,66,-0.0611730247723824,4.079748950055424,0.3895356094483704,0.11959701718539749
31,28,31930,Delhi,Salaried,2,0,2482.3076923076924,415.03078588078586,4.846153846153846,1.5786294576277895,0.4920634920634921,8090,795,3,0.041578549994289206,1,Credit Card,6,6233,0.28360517594444457,93,0.21002033839457396,3.0198686096338387,0.3878029070993202,0.350029590240917
32,53,15767,Delhi,Freelancer,0,0,2157.846153846154,533.9807692307693,4.461538461538462,1.3349709990509786,0.3103448275862069,4590,597,4,0.10608699345265246,2,Credit Card,6,12134,0.296652515392785,16,-0.17663120389868694,2.336251211033225,0.4282708437948215,0.03853573624542544
33,34,44338,Kolkata,Business,1,0,2060.181818181818,558.717316017316,4.181818181818182,1.0974599610201248,0.3478260869565218,1317,453,5,0.26264627067837043,5,EMI,2,1000,0.8601183019754572,44,-0.03905223059481733,13.12481162540366,0.4767671462551486,0.02390479653557154
34,24,50191,Ahmedabad,Freelancer,0,0,1341.1538461538462,309.39358974358976,3.769230769230769,1.404746928358897,0.5510204081632654,1270,507,5,0.12556399273918364,4,Debit Card,3,1255,0.4452148494121721,25,-0.009056813731151206,19.21441192060781,0.41584417395739987,0.05808582454102221
35,43,28521,Pune,Salaried,1,1,2072.5384615384614,465.9858974358974,3.8461538461538463,1.7417622509603046,0.44,4465,339,5,0.20718618793253896,4,COD,4,15115,0.5024292785806443,31,0.14909956148956766,4.361983976659099,0.36472892558417463,0.07546317856572869
36,22,79777,Pune,Self-employed,2,0,2114.1666666666665,428.77519841269844,4.416666666666667,1.3004566546924967,0.3962264150943396,644,577,6,0.1398942514065003,2,UPI,11,6115,0.5380970328555162,26,0.19885735541872646,28.91344004832377,0.43469630169305257,0.06093935598922049
37,37,19675,Chennai,Business,0,0,2647.25,651.9875000000001,4.333333333333333,1.2544449978870007,0.40384615384615385,16508,387,4,0.05923977796283749,4,EMI,6,2989,0.8713493362633941,180,0.1977169396727182,1.027079934747145,0.443568151335366,0.11916821432551009
38,18,17462,Delhi,Self-employed,0,0,1608.4166666666667,449.5970238095238,4.5,1.1090680025537334,0.5555555555555556,3043,276,2,0.011063740942857893,3,UPI,5,7958,0.8234355114646421,23,-0.11044796517937253,3.753318167977216,0.4741430806352213,0.013855205599617787
39,21,40628,Pune,Salaried,0,1,1131.5,310.60069444444446,3.75,1.2520911074352328,0.5333333333333333,11380,447,6,0.21609932959529526,3,Debit Card,6,9285,0.443965416761679,70,0.22576390911751476,3.246993006993007,0.4440317697177172,0.20636738394476298
40,36,61300,Bangalore,Salaried,1,0,1684.8461538461538,525.2205128205128,3.076923076923077,1.192597638193541,0.37499999999999994,1174,777,6,0.05903530525520126,1,EMI,3,15821,0.4267682458493097,138,0.08119139907693945,21.434719457743828,0.4560800315482826,0.3714711249081526
41,42,84285,Ahmedabad,Self-employed,2,0,746.3333333333334,239.2767857142857,3.3333333333333335,1.2833059644535103,0.39999999999999997,6038,517,5,0.06156534059884217,5,Debit Card,8,32445,0.34859877844860326,43,-0.03977862626815101,12.421644723914326,0.4379614539479125,0.11550269686782419
42,36,28869,Pune,Salaried,0,0,3843.6666666666665,739.4674603174603,4.833333333333333,1.8449798901246532,0.4482758620689655,7472,1324,2,0.13963657182462066,1,COD,2,42209,0.09749722118519996,54,-0.23186340334412328,2.551016200294551,0.3514963334085939,0.16151296827982467
43,33,62276,Hyderabad,Salaried,2,0,1709.1666666666667,415.9563492063492,4.5,1.3120958827713274,0.3888888888888889,3985,393,1,0.11326081772397752,3,Debit Card,4,1560,0.47786724829062993,29,0.14345247546414033,10.934886307102513,0.4325080146768735,0.07367099380502905
44,31,35622,Ahmedabad,Student,1,0,1557.4166666666667,338.9898148148148,4.833333333333333,1.117355137290172,0.5172413793103449,11740,372,2,0.1336257944255862,3,UPI,8,6132,0.22855882932133656,5,-0.19765460996979436,2.678664753322764,0.4722873278971129,0.011595361746710092
45,20,33312,Hyderabad,Salaried,1,1,1696.0,548.7077922077923,3.090909090909091,1.3570823567118757,0.4705882352941177,2844,200,6,0.16080604958122877,4,COD,5,6123,0.15878888313863085,42,0.33077744948709925,7.33582911253028,0.42425331348837453,0.20334559304621852
46,27,56490,Pune,Business,3,0,1895.9166666666667,435.9360119047619,4.416666666666667,1.1168817037019705,0.3962264150943396,5050,742,2,0.1680630317684996,2,Debit Card,5,12128,0.43002271049697915,128,0.027534373570176005,8.131665127214712,0.4723929533951827,0.32535792341628134
47,30,50320,Bangalore,Salaried,1,0,1493.1666666666667,310.5424603174603,4.583333333333333,1.246827341786019,0.49090909090909096,2098,538,6,0.11717563093112097,5,Debit Card,6,42995,0.2533692124282686,95,0.011011516159869922,14.008258711084302,0.44507202729921075,0.3111480207062542
48,45,16511,Hyderabad,Self-employed,1,0,1313.0,312.97121212121215,3.909090909090909,1.130967250253702,0.46511627906976744,4751,480,6,0.1758475895613432,4,Debit Card,4,24408,0.7426016351592212,20,0.11011425545828601,2.7223413025556473,0.4692704685541014,0.023033398025834494
49,38,75983,Kolkata,Student,0,1,1588.7272727272727,365.7909090909091,4.454545454545454,1.3418411166628241,0.3469387755102041,4529,209,5,0.1803109207170212,3,EMI,4,64074,0.6068282229376024,141,0.04735773212063139,12.418105369506433,0.42701445152906975,0.2515643115337105
50,18,72406,Pune,Salaried,0,0,1301.0,358.0576923076923,3.0,1.5088665255504974,0.48717948717948717,7795,636,8,0.041837695009126055,4,Debit Card,5,1569,0.32734800007827325,93,-0.08069433241771923,7.959327250742003,0.3985863695082699,0.24914605200065598
51,38,26561,Kolkata,Salaried,0,0,1166.0,265.3486111111111,4.0,1.12453602595303,0.3333333333333333,3745,508,3,0.47623962387784347,3,Credit Card,9,10978,0.4080755011209463,20,0.4321431874993691,5.407369706840391,0.470691006311092,0.07210123227195672
52,31,44262,Pune,Salaried,0,0,3211.8333333333335,538.9701923076923,5.75,1.1893426754779166,0.30434782608695654,5862,257,7,0.09189757049348818,1,Debit Card,6,14641,0.6288232363511955,17,0.34592611876732826,4.877444948483902,0.4567580996801735,0.03516097695656169
53,28,46491,Mumbai,Salaried,1,0,3769.7272727272725,711.1571428571428,5.0,1.1049064216161726,0.36363636363636365,1273,698,4,0.09084869032625825,2,EMI,7,7097,0.6073549866722525,67,-0.05468257381302519,9.217588003100161,0.4750805022639381,0.10665193722805258
54,41,41371,Mumbai,Business,1,0,940.6666666666666,241.25,3.5833333333333335,1.4564625141942047,0.3953488372093023,5736,399,7,0.18446895418237724,4,Credit Card,4,3945,0.7541360016123366,12,-0.12569063186812648,6.19542754455149,0.4070894606458225,0.009345853940123246
55,45,27580,Mumbai,Freelancer,1,0,3110.9166666666665,578.5919642857143,4.5,1.6401535832151162,0.462962962962963,4807,141,5,0.0917229753812153,1,UPI,8,9278,0.46979990067380095,36,0.6461304307394332,3.482799625369632,0.3787658439105743,0.1352527279338621
56,44,25956,Hyderabad,Salaried,0,0,1139.5833333333333,270.2862373737374,3.9166666666666665,1.2775965066684203,0.3404255319148936,3122,268,4,0.5228001143481219,2,Debit Card,5,7273,0.4302874473816695,99,0.5573574098787003,6.08926511700651,0.43905933165605404,0.38154984630635486
57,26,35854,Kolkata,Salaried,0,0,1701.3333333333333,387.42817460317457,4.833333333333333,1.1966089828945843,0.48275862068965525,505,193,7,0.007452163257299912,5,Credit Card,0,42768,0.4569312495401721,57,-0.11500359274185812,16.2431289640592,0.45524715950230193,0.11768092170706855
58,31,65275,Kolkata,Salaried,1,0,1100.8333333333333,300.51666666666665,3.9166666666666665,1.2790735176598753,0.40425531914893614,9506,334,8,0.055937361621205994,4,Credit Card,5,40838,0.3199119336229113,53,-0.37323618485227406,6.153471491193614,0.4387747881984903,0.09671063160538278
59,38,47657,Kolkata,Business,3,0,1992.2727272727273,365.133608815427,4.909090909090909,1.45383154604561,0.4074074074074074,2330,385,3,0.1754703698262585,4,COD,8,2615,0.17929754854364577,8,-0.38700262771853955,11.023361931196906,0.40752593698272266,0.015654943216028727
60,44,30172,Bangalore,Salaried,0,0,2892.6666666666665,564.9944444444444,4.25,1.7325839882483132,0.3137254901960784,1099,354,6,0.023702553379757588,3,Credit Card,3,2293,0.01326193674274428,169,0.0018507645907095832,7.5568542327600605,0.3659539850561141,0.7274386042309696
61,30,53415,Kolkata,Self-employed,2,1,806.0833333333334,179.6,3.5,1.458275126824957,0.38095238095238093,2247,213,5,0.029033007062123427,4,UPI,4,1000,0.323383209235126,24,0.5140844460138246,17.489699582526125,0.406789292658049,0.10542191875999295
62,33,8740,Bangalore,Self-employed,1,1,1511.4166666666667,332.75555555555553,4.416666666666667,0.9249142311608993,0.3584905660377358,1726,244,6,0.1644924956104226,3,EMI,7,3886,0.6900533328530943,43,-0.5,2.698849746532513,0.51950366609161,0.027176473127705953
63,23,64497,Mumbai,Self-employed,1,1,3038.4166666666665,717.0083333333333,4.0,1.278691277014685,0.5625,2671,140,5,0.07559618122687753,3,Credit Card,2,37798,0.6899340590693843,39,0.1290160812668201,11.29462240058373,0.43884839077898286,0.057687215545353415
64,23,15216,Mumbai,Salaried,1,1,1452.3636363636363,371.6969696969697,3.6363636363636362,1.1035320656166034,0.375,1606,731,6,0.05437938051469313,5,Credit Card,4,7406,0.29875881336850374,150,-0.08502439489122449,4.973583335809587,0.4753908991194163,0.41824481501554317
65,43,30296,Hyderabad,Business,0,0,1665.6666666666667,360.57440476190476,4.0,1.3277482947994583,0.5625,5962,359,6,0.06598564120553194,5,COD,10,9847,0.2779288390659164,62,0.39329702456493154,3.971336188062571,0.4295997132654554,0.2703936757041367
66,48,20747,Pune,Salaried,0,0,3072.0833333333335,660.1750000000001,4.833333333333333,1.510246622734211,0.4137931034482759,2183,502,4,0.31976857688366406,2,Credit Card,1,14709,0.5246871721861112,19,-0.1592717850268727,3.9472357427108267,0.3983672325035457,0.031230901506198405
67,34,19008,Mumbai,Salaried,1,0,2048.9166666666665,1066.1104166666667,3.8333333333333335,0.31997959626689915,0.5434782608695652,3483,544,7,0.20793390401572034,2,Credit Card,6,8230,0.6253406047192933,22,0.1670200815334821,3.4354394156186463,0.757587467888254,0.04007829129361215
68,45,64887,Pune,Freelancer,1,0,1852.5,421.16626984126987,4.166666666666667,1.4333839667882267,0.33999999999999997,1169,576,5,0.08533211447855747,2,Credit Card,5,3157,0.15301628291637695,20,0.27409033192649895,21.467990074441687,0.4109503529440442,0.09230650692271807
69,38,28742,Pune,Business,3,0,1012.25,219.18154761904762,3.8333333333333335,1.3388379453440913,0.34782608695652173,19028,356,9,0.08966725682938056,1,COD,3,21068,0.26254715506685966,53,0.22817716973023594,1.4341420819559658,0.4275627569625733,0.2076491627322237
70,28,43185,Ahmedabad,Salaried,1,0,792.2307692307693,220.7576923076923,3.6153846153846154,1.1679182703265234,0.2765957446808511,2250,631,4,0.25167087001153216,4,COD,4,5888,0.41552273500939907,23,1.0,14.190511096506748,0.4612720016651661,0.11545865217232601
71,38,35473,Hyderabad,Salaried,0,1,2769.25,752.213888888889,3.8333333333333335,1.376768481165943,0.45652173913043476,3417,185,5,0.19347087579815136,4,UPI,6,2450,0.5323134712800611,38,-0.00993026329385005,5.733241747141299,0.42073933911705275,0.07490044620054999
72,50,46097,Delhi,Salaried,2,0,1630.75,340.8329365079365,4.333333333333333,1.5149790419697051,0.3461538461538462,1857,210,5,0.2829682436521145,2,EMI,4,14247,0.5782333586679909,73,0.3707848628640985,13.213041920458616,0.39761762754762775,0.1823361194082247
73,34,37737,Delhi,Salaried,0,0,1702.2,340.73083333333335,5.2,1.1657824601204898,0.4807692307692307,5630,267,10,0.17024198456630846,5,Debit Card,4,2463,0.49375271348556177,164,0.07658275632758715,5.146048109965636,0.46172689012559764,0.38829667968490716
74,50,19120,Chennai,Salaried,1,1,1647.1666666666667,350.7562169312169,4.416666666666667,1.3139410834103136,0.3962264150943396,8969,560,7,0.3756426730756146,2,UPI,8,4019,0.31327415912278644,121,0.38048118157010047,1.8008571024912485,0.43216312081990793,0.49886346692248595
75,18,59762,Ahmedabad,Salaried,1,0,2306.8333333333335,478.40853174603177,4.083333333333333,1.5787924497454477,0.4081632653061225,5103,292,4,0.12113523607454169,4,UPI,5,7679,0.1774963270538952,41,-0.4022614897993122,8.064140335095018,0.3877783960856213,0.08608396546218472
76,43,28370,Hyderabad,Salaried,3,0,1228.090909090909,335.4415584415584,3.909090909090909,0.9049821232677331,0.4186046511627907,8911,343,2,0.16321121798723653,4,COD,5,2675,0.3999002798491408,161,0.3142858457496043,2.797805291327853,0.5249393092910701,0.5524369286527316
77,35,16675,Chennai,Business,2,1,2733.3333333333335,504.6267255892256,5.833333333333333,1.5293878692842677,0.5428571428571428,4682,723,4,0.299444013780358,3,Credit Card,5,22127,0.7291352558981324,74,-0.08250884594033558,2.2484156591307474,0.39535257211578495,0.07836927816500312
78,32,29317,Chennai,Self-employed,1,0,1384.75,233.87103174603172,4.166666666666667,1.5789155803005173,0.37999999999999995,5416,698,4,0.3019511112018254,2,EMI,3,2643,0.35605981275114995,12,-0.4958743088321056,4.310214283088911,0.38775988157141283,0.015090964850389407
79,35,76909,Ahmedabad,Self-employed,1,0,1930.5833333333333,452.17817460317457,4.833333333333333,0.9847851420424392,0.3620689655172414,3683,457,6,0.2219008945364519,1,EMI,2,1000,0.4710039580184323,95,-0.07783458077991331,13.698077922077923,0.503832872796978,0.20040121870264824
80,18,55554,Delhi,Salaried,3,0,2182.25,524.5011904761905,4.333333333333333,1.1801928433944395,0.326923076923077,3914,907,9,0.15435013829278854,3,Credit Card,10,51024,0.2969979153044991,47,0.37046856554540875,9.111320677354545,0.45867502181277475,0.1957680198043973
81,32,30505,Hyderabad,Student,0,0,1485.5,342.55833333333334,3.9166666666666665,1.0561590925349458,0.3191489361702128,6608,510,3,0.1617780845621395,3,UPI,7,5136,0.09293413978787646,44,-0.5,3.768608314287479,0.48634368985871856,0.08520264112145454
82,38,30496,Delhi,Business,0,1,1362.75,345.79087301587305,4.5,1.2129422336442794,0.35185185185185186,6307,399,1,0.3450341007738503,1,Credit Card,5,4483,0.776249274284056,35,0.5175145769638554,3.9756216797575203,0.45188707811554446,0.04996601952452603
83,49,30920,Chennai,Business,0,0,1436.75,256.27705026455027,4.5,1.369987363688089,0.42592592592592593,1200,729,8,0.1085163427382725,5,UPI,4,13676,0.3114737005598387,59,-0.29405311327455397,11.722111648185006,0.4219431779770488,0.1232808222581884
84,29,102577,Hyderabad,Business,0,0,807.3636363636364,178.50714285714287,4.090909090909091,0.9844536140774044,0.35555555555555557,7440,436,4,0.17196042465284014,1,COD,6,3349,0.1828555236565304,8,-0.3356201915690302,12.43604241061588,0.5039170444227852,0.01704516343763492
85,26,43957,Chennai,Freelancer,1,0,2197.9166666666665,577.1763888888889,3.8333333333333335,1.3277476039870195,0.43478260869565216,5478,550,5,0.24069147607859415,4,Debit Card,6,5864,0.640305806557454,111,0.45262785639154224,5.72586650456455,0.42959984075901403,0.2512809768669877
86,29,45027,Kolkata,Self-employed,1,0,1797.4166666666667,369.7972222222222,3.9166666666666665,1.302664485930569,0.3617021276595745,1784,149,10,0.18550149541825475,4,Credit Card,7,1765,0.2264818252452126,103,0.40740859007750285,12.568889715973853,0.434279507983063,0.4876093858483037
87,44,60787,Ahmedabad,Salaried,1,1,2268.4166666666665,422.2097222222222,5.25,1.879587146902272,0.38095238095238093,2117,410,6,0.3589363280769566,1,UPI,7,103035,0.5677578900610967,54,-0.10152771797368162,13.858008625111616,0.34727200427872246,0.08963750426219123
88,38,40920,Pune,Self-employed,0,0,2985.25,788.7553240740741,4.083333333333333,1.0913211777398717,0.489795918367347,8495,242,2,0.07338752352904607,2,EMI,4,4042,0.5799956240932185,207,-0.2699096915808775,3.564071856287425,0.4781666300920445,0.275191577939921
89,29,31903,Hyderabad,Business,2,0,2518.6666666666665,443.0498015873016,5.333333333333333,1.7884495315768398,0.43750000000000006,8880,277,3,0.2842599085423509,4,Credit Card,6,4800,0.5821367855660644,39,-0.06543282155353,2.798590602064388,0.35862223385284303,0.0645745211915767
90,40,32919,Hyderabad,Business,1,0,1383.0833333333333,288.1117063492064,4.583333333333333,1.2721411952686568,0.34545454545454546,2130,390,6,0.176299537664753,3,EMI,2,6418,0.34692067694787665,19,-0.45493401285955204,9.367734591761721,0.44011349386311377,0.027611297792314197
91,35,35038,Pune,Self-employed,1,0,1988.3333333333333,453.50634920634917,3.5,1.4343066767067925,0.2619047619047619,6943,721,3,0.2973707597867962,3,UPI,3,26820,0.20469448664298567,75,0.053720187565519335,3.9226032764861736,0.4107945845807858,0.27247396489618686
92,44,35645,Chennai,Salaried,1,1,2289.8333333333335,756.4180555555555,3.75,1.361288639627554,0.5555555555555556,2987,552,3,0.05849239720086999,2,UPI,3,5697,0.3025198205633124,21,-0.03179960177939478,6.753718381911769,0.42349756959730683,0.05999490608270789
93,27,52251,Kolkata,Salaried,1,0,1378.8333333333333,334.4378968253968,4.416666666666667,1.2240195803469376,0.2830188679245283,4962,235,4,0.13313972807692784,2,Debit Card,4,6104,0.6145138983589459,3,0.4466382322451359,8.239100155055057,0.44963632912080936,0.005388160421736895
94,31,37271,Bangalore,Freelancer,0,0,1808.3333333333333,461.30257936507934,3.5833333333333335,1.6168679221422444,0.3488372093023256,7147,414,4,0.29060960845229733,3,Debit Card,6,8921,0.3807950069535605,72,0.03751169586297765,4.161412780527746,0.38213621388326346,0.2000172966765359
95,31,52382,Pune,Self-employed,0,0,1807.076923076923,374.1225274725275,4.461538461538462,1.4730197803029506,0.43103448275862066,4295,400,5,0.1352549774508097,3,COD,4,28684,0.5271653164350636,45,0.3150853289066671,8.582883791278045,0.4043639310792321,0.12024274271947873
96,20,34879,Ahmedabad,Self-employed,2,1,1633.0,454.9222222222222,3.75,1.588239805008669,0.5111111111111112,8379,409,5,0.4302743902436695,1,UPI,6,2502,0.3214398153150487,76,0.10979752299867455,3.4833716168980327,0.3863629629931646,0.2479421221725356
97,37,37771,Delhi,Salaried,3,0,1047.8333333333333,327.0857142857143,3.5833333333333335,1.0644577189931386,0.32558139534883723,8637,690,4,0.10918629702375329,2,UPI,3,6152,0.3734296123648071,145,0.6944826595956956,3.899612836617052,0.48438870450091476,0.6701657995489146
98,37,13371,Chennai,Salaried,1,1,2777.0,879.7039682539684,3.75,1.0637745677603199,0.3555555555555555,4772,609,2,0.14104963334933496,2,Debit Card,7,12151,0.6273191756184292,223,0.31381757352594647,1.7709933774834437,0.4845490469849305,0.4747610737125164
99,35,57420,Pune,Freelancer,0,0,818.4166666666666,208.8159722222222,3.5,0.9179939621521948,0.42857142857142855,2239,745,4,0.10869990514660054,2,Credit Card,11,1935,0.8124454832767776,72,0.07408295982117824,18.77442031552274,0.5213780750789709,0.06140510717195745
100,32,43184,Pune,Self-employed,1,1,1325.0833333333333,335.60555555555555,3.75,1.236807821950262,0.4,10665,376,4,0.0963680505699034,4,Credit Card,4,38285,0.5930381122037853,178,0.1191394643732447,3.6013426643408644,0.4470656755519143,0.3520042549488952
101,20,59814,Hyderabad,Business,2,0,2195.25,534.8194444444445,3.5833333333333335,1.6127837829400011,0.3023255813953488,669,187,5,0.22295757674135566,1,EMI,6,33166,0.15855487453190434,42,0.26560171656770243,20.875665299712068,0.38273354516720204,0.19334709740480818
